brand,model,release_year,release_month,website_views,website_likes,display_size,display_pixel_width,display_pixel_height,camera_megapixels,video_pixels,memory_gb_size,ram_gb_size,battery_mah_size,network_types,dimension_height,dimension_width,dimension_thickness,os,chipset,cpu,gpu,memory_slot,loudspeaker,audiojack,wifi,bluetooth,gps,radio,price
BenQ-Siemens,E71,2006,July,"210,143",8,2.1,240,320,1,144p,16MB,,730,GSM,104,46,15,,,,,microSD,No,No,No,Yes,No,FM,
BenQ-Siemens,A53,2007,April,"79,345",6,,176,220,1,Video recorder,,,600,GSM,80,42,14.8,,,,,microSD,No,No,No,No,No,No,
BenQ-Siemens,AL26,2006,August,"180,894",7,,130,130,,No video recorder,,,600,GSM,86.8,45.8,19.2,,,,,No,,No,No,No,No,No,
BenQ-Siemens,SL80,2006,August,"214,660",7,1.8,132,176,1,Video recorder,52MB,,750,GSM,92,48,23,,,,,No,No,No,No,1.2,No,No,
BenQ-Siemens,C31,2007,June,"104,272",8,1.8,176,220,1,Video recorder,20MB,,920,GSM,99.8,46.7,16.7,,,,,microSD,No,No,No,No,No,FM,
BenQ-Siemens,C32,2007,July,"97,447",9,2.0,176,220,2,Video recorder,,,720,GSM,101.6,47.3,16.6,,,,,microSD,No,No,No,1.2,No,No,
BenQ-Siemens,E52,2007,June,"168,849",8,1.8,176,220,1,Video recorder,20MB,,920,GSM,102,45,14.9,,,,,microSD,No,No,No,1.2,No,FM,
BenQ-Siemens,SF71,2007,March,"182,369",9,2.0,240,320,2,Video recorder,45MB,,920,GSM / UMTS,96,48,23,,,,,microSD,No,No,No,1.1,No,No,
Bird,S661,2007,,"100,358",5,1.5,128,128,,No video recorder,,,700,GSM,105.3,44,15.8,,,,,No,,No,No,No,No,No,
Bird,S663,2007,,"61,025",5,1.5,128,128,,No video recorder,,,700,GSM,105.3,44,15.8,,,,,No,,No,No,No,No,No,
Bird,V5518+,2007,,"58,239",6,1.8,128,160,,No video recorder,,,700,GSM,87.8,43.8,21.9,,,,,No,,No,No,No,No,No,
Bird,S1130,2007,,"66,801",6,1.5,128,128,,No video recorder,,,650,GSM,89.5,44,18.2,,,,,No,,No,No,No,No,No,
Bird,M07,2007,,"57,315",5,1.5,128,128,,No video recorder,57MB,,700,GSM,105,44,15.3,,,,,No,,No,No,No,No,No,
Bird,M01,2007,,"67,564",6,1.5,128,128,,No video recorder,62MB,,650,GSM,89.5,44,18.2,,,,,No,,No,No,No,No,No,
Bird,M29,2007,,"74,029",5,1.6,128,160,,No video recorder,37MB,,700,GSM,107,44,15.2,,,,,microSD,No,No,No,No,No,No,
Bird,D612,2007,,"66,549",6,1.8,128,160,,Video recorder,,,650,GSM,105.5,44,12.2,,,,,microSD,No,No,No,No,No,No,
Bird,D515,2007,,"87,844",6,1.8,128,160,,Video recorder,,,650,GSM,106.7,46.3,10.3,,,,,microSD,No,No,No,Opt,No,FM,
Bird,D611,2007,,"72,455",6,1.8,128,160,1,Video recorder,60MB,,650,GSM,105.5,44,12.2,,,,,microSD,No,No,No,Yes,No,FM,
Bird,D716,2007,,"94,153",7,1.9,176,220,2,Video recorder,60MB,,600,GSM,105.8,46,12.8,,,,,microSD,No,No,No,No,No,No,
Bird,D736,2007,,"83,421",7,1.9,176,220,2,Video recorder,60MB,,600,GSM,95,47,18.2,,,,,microSD,No,No,No,No,No,FM,
Bird,D720,2007,,"91,956",5,1.9,176,220,2,Video recorder,60MB,,700,GSM,100,46,15.9,,,,,miniSD,No,No,No,No,No,FM,
Bird,S758,2007,,"86,688",6,1.8,128,160,,No video recorder,,,700,GSM,105,46,10,,,,,No,,No,No,No,No,FM,
Bird,S768,2007,,"99,387",7,1.8,128,160,,No video recorder,,,700,GSM,105,46,10,,,,,microSD,,No,No,No,No,FM,
Bird,D615,2007,,"139,963",6,1.8,128,160,1,Video recorder,60MB,,650,GSM,105,45.6,12.2,,,,,microSD,No,No,No,Yes,No,FM,
Bird,D706,2007,,"182,687",7,1.9,176,220,1,Video recorder,60MB,,600,GSM,105,45.6,12.2,,,,,microSD,No,No,No,No,No,No,
Bird,D636,2007,,"144,091",6,1.9,176,220,1,Video recorder,60MB,,600,GSM,105,45.6,12.2,,,,,microSD,No,No,No,No,No,No,
BlackBerry,Q5,2013,May,"7,532,347",183,3.1,720,720,5,1080p,8GB,2GB,2180,GSM / HSPA / LTE,120,66,10.8,"BlackBerry OS 10.2, upgradable to 10.3.1",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,FM,70
BlackBerry,9720,2013,August,"3,439,599",52,2.8,480,360,5,480p,512MB,512MB,1450,GSM / HSPA,114,66,12,BlackBerry OS 7.1,,806 MHz Tavor MG1,,microSDHC,Yes,Yes,Wi-Fi,2.1,Yes,Stereo,130
Bird,S618,2007,,"91,026",6,1.7,128,160,,No video recorder,,,700,GSM,103,46,11,,,,,No,,No,No,No,No,FM,
BlackBerry,Z30,2013,September,"7,910,534",401,5.0,720,1280,8,1080p,16GB,2GB,2880,GSM / HSPA / LTE,140.7,72,9.4,"BlackBerry OS 10.2, upgradable to 10.3.1",Qualcomm MSM8960T Snapdragon S4 Pro,Dual-core 1.7 GHz Krait,Adreno 320,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,140
BlackBerry,Porsche Design P'9982,2013,November,"1,640,135",90,4.2,768,1280,8,1080p,64GB,2GB,1800,GSM / HSPA / LTE,131,65.6,9.5,"BlackBerry OS 10.2, upgradable to 10.2.1",Qualcomm MSM8960T Snapdragon S4 Pro,Dual-core 1.5 GHz Krait,Adreno 225,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,No,390
Bird,M32,2007,,"162,308",5,1.8,128,160,,No video recorder,,,600,GSM,94,46,16.5,,,,,microSD,No,No,No,No,No,FM,
BlackBerry,Z3,2014,February,"13,111,623",239,5.0,540,960,5,1080p,8GB,5GB,2500,GSM / HSPA,140,72.8,9.3,"BlackBerry OS 10.2.1, upgradable to 10.3.1",Qualcomm MSM8230 Snapdragon 400 (28 nm),Dual-core 1.2 GHz Krait 200,Adreno 305,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,FM,90
BlackBerry,Classic,2014,June,"5,576,110",313,3.5,720,720,8,1080p,16GB,2GB,2515,GSM / HSPA / LTE,131,72.4,10.2,"BlackBerry OS 10.3.1, upgradable to 10.3.2",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,120
BlackBerry,Passport,2014,June,"8,686,373",678,4.5,1440,1440,13,1080p,32GB,3GB,3450,GSM / HSPA / LTE,128,90.3,9.3,"BlackBerry OS 10.3, upgradable to 10.3.2",Qualcomm MSM8974AA Snapdragon 801 (28 nm),Quad-core 2.26 GHz Krait 400,Adreno 330,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,170
BlackBerry,Porsche Design P'9983,2014,September,"1,538,209",95,3.1,720,720,8,1080p,64GB,2GB,2100,GSM / HSPA / LTE,119,67.1,10.6,"BlackBerry OS 10.3, upgradable to 10.3.1",Qualcomm MSM8960T Snapdragon S4 Pro,Dual-core 1.5 GHz Krait,Adreno 225,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,430
BlackBerry,Classic Non Camera,2015,February,"799,765",29,3.5,720,720,,No video recorder,16GB,2GB,2515,GSM / CDMA / HSPA / EVDO / LTE,131,72.4,10.2,BlackBerry OS 10.3.1,,Dual-core 1.5 GHz Krait,,microSDXC,Wi,Yes,Wi-Fi,4.0,Yes,FM,180
BlackBerry,Leap,2015,March,"3,544,277",98,5.0,720,1280,8,1080p,16GB,2GB,2800,GSM / HSPA / LTE,144,72.8,9.5,BlackBerry OS 10.3.1,Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,80
BlackBerry,Priv,2015,October,"8,335,518",716,5.4,1440,2560,18,2160p,32GB,3GB,3410,GSM / HSPA / LTE,147,77.2,9.4,"Android 5.1.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Qualcomm MSM8992 Snapdragon 808 (20 nm),Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Adreno 418,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,No,270
BlackBerry,DTEK50,2016,July,"2,504,878",139,5.2,1080,1920,13,1080p,16GB,3GB,2610,GSM / HSPA / LTE,147,72.5,7.4,Android 6.0 (Marshmallow),Qualcomm MSM8952 Snapdragon 617 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Adreno 405,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,200
BlackBerry,Keyone,2017,February,"3,448,614",410,4.5,1080,1620,12,2160p,32GB,3GB,3500,GSM / HSPA / LTE,149.1,72.4,9.4,"Android 7.1 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,290
BlackBerry,DTEK60,2016,October,"2,190,579",192,5.5,1440,2560,21,2160p,32GB,4GB,3000,GSM / HSPA / LTE,153.9,75.4,,Android 6.0 (Marshmallow),Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,No,250
BlackBerry,Aurora,2017,March,"1,883,334",74,5.5,720,1280,13,1080p,32GB,4GB,3000,GSM / HSPA / LTE,152,76.8,8.5,Android 7.0 (Nougat),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,No,200
BlackBerry,Motion,2017,October,"1,562,081",139,5.5,1080,1920,12,2160p,32GB,4GB,4000,GSM / HSPA / LTE,155.8,75.5,8.1,Android 7.1 (Nougat),Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,390
BlackBerry,KEY2,2018,June,"1,123,793",195,4.5,1080,1620,12,2160p,64GB,6GB,3500,GSM / HSPA / LTE,151.4,71.8,8.5,Android 8.1 (Oreo),Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC,Yes,Yes,Wi-Fi,5.0,Yes,FM,500
BlackBerry,Evolve X,2018,August,"913,808",77,5.99,1080,2160,12,1080p,64GB,6GB,4000,GSM / HSPA / LTE,159.1,76.8,8.8,Android 8.1 (Oreo),Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC,Yes,Yes,Wi-Fi,5.0,Yes,FM,350
Blackview,A7 Pro,2017,,"76,371",0,5.0,720,1280,8,1080p,16GB,2GB,2800,GSM / HSPA / LTE,143,71,9.5,Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,No,80
BlackBerry,KEY2 LE,2018,August,"973,296",55,4.5,1080,1620,13,2160p,32GB,4GB,3000,GSM / HSPA / LTE,150.3,71.8,8.4,Android 8.1 (Oreo),Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),Adreno 509,microSDXC,Yes,Yes,Wi-Fi,5.0,Yes,FM,
BlackBerry,Evolve,2018,August,"534,181",36,5.99,1080,2160,13,1080p,64GB,4GB,4000,GSM / HSPA / LTE,158.9,76.1,8.4,Android 8.1 (Oreo),Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,300
Blackview,P6000,2017,,"135,915",15,5.5,1080,1920,21,1080p,64GB,6GB,6180,GSM / HSPA / LTE,154.5,76.5,10.2,Android 7.1.1 (Nougat),Mediatek MT6757CD Helio P25 (16 nm),Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),Mali-T880MP2,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,No,250
Blackview,A10,2017,,"64,231",0,5.0,720,1280,8,1080p,16GB,2GB,2800,GSM / HSPA,143.2,70.3,8.8,Android 7.0 (Nougat),Mediatek MT6580A (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,No,70
Blackview,S8,2017,September,"214,567",10,5.7,720,1440,13,1080p,64GB,4GB,3180,GSM / HSPA / LTE,154,71.9,8.5,Android 7.0 (Nougat),Mediatek MT6750T (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,No,170
Blackview,S6,2018,January,"129,475",3,5.7,720,1440,8,1080p,16GB,2GB,4180,GSM / HSPA / LTE,155,73.4,9.7,Android 7.0 (Nougat),Mediatek MT6737VWH,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP1,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,No,100
BQ,Aquaris M4.5,2015,Released,"116,612",7,4.5,540,960,8,720p,8GB,1GB,2470,GSM / HSPA / LTE,131.8,"63.5,2.5",8.8,Android 5.1.1 (Lollipop),Mediatek MT6735M (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,180
BQ,Aquaris M5.5,2015,Released,"106,366",6,5.5,1080,1920,13,1080p,16GB,2GB,3620,GSM / HSPA / LTE,151.8,75.5,8.4,"Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,300
BQ,Aquaris M5,2015,Released,"204,579",11,5.0,1080,1920,13,1080p,16GB,2GB,3120,GSM / HSPA / LTE,143,69.4,8.4,"Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,260
BQ,Aquaris X5,2015,Released,"237,964",13,5.0,720,1280,13,1080p,16GB,2GB,2900,GSM / HSPA / LTE,144.4,70.5,7.5,"Android 5.1 (Lollipop), upgradable to 7.0 (Nougat)",Qualcomm MSM8916T Snapdragon 412 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 306,microSDHC,Yes,Yes,Wi-Fi,4.0,Yes,FM,230
BQ,Aquaris E5s,2015,Released,"138,989",6,5.0,720,1280,13,1080p,16GB,2GB,2850,GSM / HSPA / LTE,143.2,72.2,8.7,Android 5.1.1 (Lollipop),Qualcomm MSM8916T Snapdragon 412 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 306,microSD,Yes,Yes,Wi-Fi,4.0,Yes,FM,210
BQ,Aquaris X5 Plus,2016,July,"241,665",39,5.0,1080,1920,16,2160p,16GB,2GB,3200,GSM / HSPA / LTE,145,70,7.7,"Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,300
BQ,Aquaris U Plus,2016,September,"110,378",5,5.0,720,1280,16,1080p,16GB,2GB,3050,GSM / HSPA / LTE,143.2,72.2,8.7,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,220
BQ,Aquaris X,2017,April,"169,929",9,5.2,1080,1920,16,2160p,32GB,3GB,3100,GSM / HSPA / LTE,146.5,72.7,7.9,Android 7.1.1 (Nougat),Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 506,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,290
BQ,Aquaris U,2016,September,"97,328",5,5.0,720,1280,13,1080p,16GB,2GB,3080,GSM / HSPA / LTE,145,71.5,8.3,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,190
BQ,Aquaris U Lite,2016,September,"70,929",5,5.0,720,1280,8,1080p,16GB,2GB,3080,GSM / HSPA / LTE,145,71.5,8.3,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,160
BQ,Aquaris X Pro,2017,April,"222,434",31,5.2,1080,1920,12,2160p,64GB,4GB,3100,GSM / HSPA / LTE,146.5,72.7,7.8,Android 7.1.1 (Nougat),Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),Octa-core 2.2 GHz Cortex-A53,Adreno 506,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,370
BQ,Aquaris V,2017,September,"45,438",1,5.2,720,1280,12,1080p,16GB,2GB,3100,GSM / HSPA / LTE,148.1,73,8.4,"Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,210
BQ,Aquaris V Plus,2017,September,"42,525",3,5.5,1080,1920,12,1080p,32GB,3GB,3400,GSM / HSPA / LTE,152.3,76.7,8.4,"Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,260
BQ,Aquaris U2,2017,September,"49,241",1,5.2,720,1280,13,1080p,16GB,2GB,3100,GSM / HSPA / LTE,148.1,72.9,8.4,"Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,190
BQ,Aquaris U2 Lite,2017,September,"38,016",1,5.2,720,1280,8,1080p,16GB,2GB,3100,GSM / HSPA / LTE,148.1,72.9,8.4,"Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz,Adreno 308,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,170
BQ,Aquaris VS,2018,February,"47,138",4,5.2,720,1280,12,1080p,32GB,3GB,3100,GSM / HSPA / LTE,148.1,73,8.4,"Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,190
BQ,Aquaris VS Plus,2018,February,"58,026",8,5.5,1080,1920,12,1080p,64GB,4GB,3400,GSM / HSPA / LTE,152.3,76.7,8.4,"Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC,Yes,Yes,Wi-Fi,4.2,Yes,FM,230
BQ,Aquaris X2 Pro,2018,May,"141,605",38,5.65,1080,2160,12,2160p,64GB,4GB,3100,GSM / HSPA / LTE,150.7,72.3,8.4,"Android 8.1 (Oreo), Android One",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC,Yes,Yes,Wi-Fi,5.0,Yes,FM,390
BLU,Studio Mega 2019,2019,September,"22,334",0,6.0,720,1440,13,1080p,32GB,2GB,3000,GSM / HSPA / LTE,161.4,78,9.6,Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,90
BQ,Aquaris X2,2018,May,"104,524",11,5.65,1080,2160,12,2160p,32GB,3GB,3100,GSM / HSPA / LTE,150.7,72.3,8.3,"Android 8.1 (Oreo), Android One",Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),Adreno 509,microSDXC,Yes,Yes,Wi-Fi,5.0,Yes,FM,310
BLU,G9 Pro,2019,August,"88,364",8,6.3,1080,2340,48,1080p,128GB,4GB,4000,GSM / HSPA / LTE,157,75.1,8.6,"Android 9.0 (Pie), planned upgrade to Android 10",Mediatek MT6771 Helio P60 (12 nm),Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,
BLU,Vivo X5,2019,September,"32,175",0,5.7,720,1440,13,1080p,64GB,3GB,2800,GSM / HSPA / LTE,153,73.4,9.1,Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,
BLU,Vivo XL5,2019,July,"37,421",1,6.3,720,1520,13,1080p,64GB,3GB,4000,GSM / HSPA / LTE,161.4,78,9.6,Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,
BLU,Studio Mini,2019,September,"23,624",1,5.5,720,1440,13,1080p,32GB,2GB,3000,GSM / HSPA / LTE,150.5,71.5,10.4,Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,80
BLU,Bold N1,2019,September,"120,201",25,6.4,1080,2340,16,1080p,128GB,4GB,3500,GSM / HSPA / LTE,158.7,74.1,8.6,"Android 9.0 (Pie), planned upgrade to Android 10",Mediatek MT6771V Helio P70 (12nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.1 GHz Cortex-A53),Mali-G72 MP3,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,200
BLU,Advance L5,2019,September,"26,897",1,4.0,480,800,5,720p,16GB,512MB,1300,GSM / HSPA,124.8,65.2,10.4,Android 8.1 Oreo (Go edition),,Quad-core 1.3 GHz Cortex-A7,,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,50
BLU,C6 2019,2019,October,"26,811",0,6.0,720,1440,8,720p,16GB,1GB,2800,GSM / HSPA,159.6,76.6,9.1,Android 8.1 Oreo (Go edition),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,70
BLU,C5 2019,2019,October,"17,152",0,5.0,480,854,5,720p,16GB,1GB,2000,GSM / HSPA,144,73.1,10.3,Android 8.1 Oreo (Go edition),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,50
BLU,C5 Plus,2019,October,"19,222",0,5.5,720,1440,8,720p,16GB,1GB,2200,GSM / HSPA,151,72.3,10,Android 8.1 Oreo (Go edition),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,60
BLU,View 1,2019,November,"18,493",0,5.5,480,960,8,1080p,16GB,2GB,2500,GSM / HSPA / LTE,142.2,71.1,10.1,Android 9.0 (Pie),Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,
BLU,G60,2020,January,"21,424",0,6.1,720,1520,13,1080p,64GB,3GB,4000,GSM / HSPA / LTE,156.5,73.6,9.5,Android 9.0 (Pie),,Octa-core 1.6 GHz Cortex-A55,IMG8322,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,100
BLU,G70,2020,January,"43,124",3,6.4,720,1560,13,1080p,32GB,2GB,4000,GSM / HSPA / LTE,156.8,75,8.6,Android 9.0 (Pie),,Octa-core 2.0 GHz Cortex-A53,Mali-G71,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,100
BLU,Tank Xtreme,2020,January,"18,659",0,5.5,480,960,13,1080p,32GB,2GB,4200,GSM / HSPA / LTE,153.6,71.8,10.2,Android 9.0 (Pie),,Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,130
BLU,J4,2019,October,"9,934",0,5.5,720,1440,8,720p,32GB,1GB,2200,GSM / HSPA,151,72.3,10,Android 8.1 Oreo (Go edition),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,70
BLU,J2,2019,December,"7,190",0,5.0,480,854,5,720p,32GB,1GB,2000,GSM / HSPA,144,73.1,10.3,Android 8.1 Oreo (Go edition),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,50
BLU,Studio X9 HD,2020,March,"16,248",0,5.0,720,1280,8,1080p,8GB,1GB,2000,GSM / HSPA,143,73,10.1,Android 8.1 Oreo (Go edition),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,Yes,Yes,Wi-Fi,4.0,Yes,FM,50
BLU,G80,2020,June,"7,350",2,6.5,720,1600,13,1080p,64GB,3GB,4000,GSM / HSPA / LTE,163.9,75.5,8.4,Android 10,Mediatek MT6763 Helio P23 (16 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),Mali-G71 MP2,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,100
BLU,G90,2020,June,"20,672",4,6.5,720,1600,16,1080p,64GB,4GB,4000,GSM / HSPA / LTE,164.6,76.5,8.8,Android 10,MediaTek Helio A25 (12 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC,Yes,Yes,Wi-Fi,4.1,Yes,FM,130
Bosch,Com 607,1997,,"89,882",11,,4,16,,No video recorder,,,550,GSM,134,53,17,,,,,No,,No,No,No,No,No,
Bosch,Com 608,1999,,"87,155",12,,4,16,,No video recorder,,,550,GSM,134,53,24,,,,,No,,No,No,No,No,No,
Bosch,Com 906,1996,,"76,881",6,,3,15,,No video recorder,,,500,GSM,144,57,19,,,,,No,,No,No,No,No,No,
Bosch,Com 738,1996,,"80,052",6,,4,16,,No video recorder,,,650,GSM,142,53,18,,,,,No,,No,No,No,No,No,
